"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"FTMT22100004689_1295_1463","badfb5a21e2339e030ab49bf2b674af4",56,"SUPERFAMILY","SSF56281","Metallo-hydrolase/oxidoreductase",4,55,"6.3E-7","T","03-11-2022","IPR036866","Ribonuclease Z/Hydroxyacylglutathione hydrolase-like"
"ENST00000432649_73_145","d897e477d146732610a2fa451bddbbd1",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",8,23,"-","T","03-11-2022","-","-"
"ENST00000432649_73_145","d897e477d146732610a2fa451bddbbd1",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000468614_102_378","8bed0543f1d71b844ee23df0811ac72e",91,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,77,"-","T","03-11-2022","-","-"
"ENST00000367434_uORF_3","a2e690a9e393c893aca1dcf7e85fe6f1",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000376004_21_162","093c9adaa2e1e0fd5cffb2bc3ffafcb5",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,46,"-","T","03-11-2022","-","-"
"ENST00000542678_1371_1521","8e8d8153d77b1a4d4efcb4f30465e6c5",49,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,49,"-","T","03-11-2022","-","-"
"ENST00000542678_1371_1521","8e8d8153d77b1a4d4efcb4f30465e6c5",49,"MobiDBLite","mobidb-lite","consensus disorder prediction",34,49,"-","T","03-11-2022","-","-"
"FTMT20300000606_1284_1368","86d24f20846abb861fe04d5e21101cc7",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000517965_100_166","1511d3646c571a5706a1a100a990ebc0",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000447667_250_376","b072d08f5e3d1e82b6ab7c73f52df20e",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000447667_250_376","b072d08f5e3d1e82b6ab7c73f52df20e",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"MICT00000134104_67_289","81a513a6efece59d3a64668c75d3824a",74,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,56,"-","T","03-11-2022","-","-"
"MICT00000134104_67_289","81a513a6efece59d3a64668c75d3824a",74,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,44,"-","T","03-11-2022","-","-"
"ENST00000409433_1225_1288","998d369fb818f26a5a19306c5b9c73db",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000504898_163_259","ec6d06b8d49917023fa6147780be6729",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENST00000356824_188_314","df2f7a9200e893348dbc77da5bb532a4",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00001317593_60_156","3db1e54779c9e29b6296314af008efa3",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENCT00000133899_ncRNA_31","90d613f085ac0dc052352bd0a7db4d7b",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000367097_uORF_6","2fc78d7bde16985a0d82d2ee8c3c948b",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENCT00000158111_ncRNA_0","6cbea758edfa7b30f3f1785bb572db1f",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000368720_11_74","bcbf9c75e1023f4789155bd0ffc2df53",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT26900021664_739_829","f4936c73042a56b295d6bcfd47db52d5",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000245340_699_804","92ee0555836908f4fcd21e5a9c1ea45d",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"ENCT00000245340_699_804","92ee0555836908f4fcd21e5a9c1ea45d",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,34,"-","T","03-11-2022","-","-"
"ENST00000427836_uORF_2","1201a1a770752cfa4dbbc0643fa5876c",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"ENCT00000369700_49_115","295d0ed1fc7bddcc6353450c3269938c",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT23100001254_30_216","66531c71af8f0df5d0841c26973c7b97",61,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,61,"-","T","03-11-2022","-","-"
"FTMT23900003974_46_214","6b38e279d5b7026004eac788fea22389",55,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,16,"-","T","03-11-2022","-","-"
"FTMT23900003974_46_214","6b38e279d5b7026004eac788fea22389",55,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,55,"-","T","03-11-2022","-","-"
"ENST00000264434_194_257","1263ecebc99d0531e0f2b008756d7ed3",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000519262_466_568","d8ed313328a3a0f8fdae92d5a7e0e974",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,33,"-","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",136,159,"4.7E-13","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",28,55,"17.682577","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",58,78,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",1,25,"2.9E-15","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",84,111,"17.848843","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SUPERFAMILY","SSF57667","beta-beta-alpha zinc fingers",36,93,"2.16E-25","T","03-11-2022","IPR036236","Zinc finger C2H2 superfamily"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",82,109,"4.8E-18","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",54,81,"2.6E-18","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",26,53,"7.4E-17","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",86,106,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",1,27,"18.139807","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",140,159,"11.509996","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:000384","Zinc finger protein 550",25,46,"2.1E-15","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",112,134,"1.7E-4","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",84,106,"2.8E-5","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",28,50,"4.9E-5","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",1,22,"2.5E-7","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",56,78,"2.4E-4","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Pfam","PF00096","Zinc finger, C2H2 type",142,159,"6.3E-4","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:000478","Zinc finger protein 133",1,24,"2.6E-14","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",114,134,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",2,22,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",110,135,"2.2E-18","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:000387","Zinc finger protein 354A",111,135,"8.4E-17","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:002343","Zinc finger protein 33A",47,78,"3.7E-19","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",112,139,"17.599445","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:000200","zinc finger protein 510 isoform X2",136,159,"2.3E-14","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",56,83,"17.391615","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"PANTHER","PTHR24390","ZINC FINGER PROTEIN",1,121,"5.5E-97","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SUPERFAMILY","SSF57667","beta-beta-alpha zinc fingers",92,149,"6.7E-25","T","03-11-2022","IPR036236","Zinc finger C2H2 superfamily"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:004137","-",79,92,"6.0E-11","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"FunFam","G3DSA:3.30.160.60:FF:002402","Zinc finger protein 347",93,110,"3.7E-9","T","03-11-2022","-","-"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",30,50,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",28,50,"0.0013","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",140,159,"59.0","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",56,78,"0.016","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",84,106,"0.0073","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",1,22,"0.2","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SMART","SM00355","c2h2final6",112,134,"4.6E-4","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT22900027304_1803_2283","0a6b19f1a4f367a2ba46de4c47f5a31a",159,"SUPERFAMILY","SSF57667","beta-beta-alpha zinc fingers",1,50,"1.7E-19","T","03-11-2022","IPR036236","Zinc finger C2H2 superfamily"
"MICT00000109298_ncRNA_12","ee700a0b0ef6468b0de8709159280a9f",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000002596_1008_1068","1ac055718ffb826f64fe6c97d3addab7",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000440812_uORF_27","1394b695a20471b8baa88b7d8fb4fad6",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"HBMT00000996515_176_278","6e52abff6bd8736f951ea25b863211ef",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"HBMT00000996515_176_278","6e52abff6bd8736f951ea25b863211ef",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,34,"-","T","03-11-2022","-","-"
"ENST00000307145_uORF_5","c89dfcaf7f366d94a596b80686f435e6",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000030001_354_420","3ebed622f2abae758496a7f71a9dc8ca",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000307808_uORF_24","88bc0d6dc8048e941d516d1da471fbad",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENCT00000320714_ncRNA_4","c58bad337964d96d809dc883c6685b70",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"ENST00000429254_313_700","d72b3a1a0f5f08b4dc17ed8799d0271e",129,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,45,"-","T","03-11-2022","-","-"
"ENST00000429254_313_700","d72b3a1a0f5f08b4dc17ed8799d0271e",129,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,35,"-","T","03-11-2022","-","-"
"ENST00000429254_313_700","d72b3a1a0f5f08b4dc17ed8799d0271e",129,"Coils","Coil","Coil",103,129,"-","T","03-11-2022","-","-"
"ENST00000567242_28_286","46240441e2e2202d90dc2671c2c110d7",86,"MobiDBLite","mobidb-lite","consensus disorder prediction",66,86,"-","T","03-11-2022","-","-"
"ENST00000466734_ncRNA_0","9dd7319a370281352b1a286e907d3628",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,28,"-","T","03-11-2022","-","-"
"ENST00000466734_ncRNA_0","9dd7319a370281352b1a286e907d3628",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,43,"-","T","03-11-2022","-","-"
"ENST00000504563_66_138","ca17260ad76b112c7ddf2fd04baea682",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000613197_151_232","21414f31e9b7da6d69eafdae3c41a869",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000261349_uORF_9","c67c16baf6bcd4da73c3368bcdfe0c73",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000315732_112_205","125dc9506ba7ae2ad879863ddab79087",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"HBMT00000245305_ncRNA_4","f1217e582a624334228703dedf9ceed2",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000428311_58_142","b7d49d6772ff8a5f9aa7a654415827a5",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENCT00000428311_58_142","b7d49d6772ff8a5f9aa7a654415827a5",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,28,"-","T","03-11-2022","-","-"
"FTMT20700010449_718_835","3cffe759915f8f4a61ef83d1f9b1e87a",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,38,"-","T","03-11-2022","-","-"
"FTMT20300111399_3880_4162","206df05f9b20f45600f07a603b069bb8",94,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,18,"-","T","03-11-2022","-","-"
"FTMT20300111399_3880_4162","206df05f9b20f45600f07a603b069bb8",94,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,36,"-","T","03-11-2022","-","-"
"FTMT20300111399_3880_4162","206df05f9b20f45600f07a603b069bb8",94,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,94,"-","T","03-11-2022","-","-"
"FTMT20300111399_3880_4162","206df05f9b20f45600f07a603b069bb8",94,"MobiDBLite","mobidb-lite","consensus disorder prediction",37,69,"-","T","03-11-2022","-","-"
"ENST00000409871_uORF_5","af9fbcf0601880dbf22109e12caad270",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",18,35,"-","T","03-11-2022","-","-"
"ENST00000409871_uORF_5","af9fbcf0601880dbf22109e12caad270",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENCT00000371115_1264_1423","b28348ac76ecc21c302c1a36a41a29b0",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"FTMT20300082126_17_89","c9a4fd23ea4382b4d9d20b6bd49ee098",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000399654_40_100","f5b019cfac0ec27738caefca70283bdc",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000373204_uORF_3243","aa4cab7de3f9f5343fbb2ec84c9770d5",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENCT00000424058_907_1057","0d9af6e22fee72c152d5045f1729507d",49,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,49,"-","T","03-11-2022","-","-"
"FTMT21100070550_5_194","238190b943657412a207858e29d6951e",63,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,63,"-","T","03-11-2022","-","-"
"HBMT00000555294_ncRNA_11","8fb0c4847ccb31d46898b10f94b429b8",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,30,"-","T","03-11-2022","-","-"
"FTMT22100045427_62_134","d3b917a305dfbcb86a2e6d21466061b6",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"FTMT22100045427_62_134","d3b917a305dfbcb86a2e6d21466061b6",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000251412_uORF_4","57302c2a148e3a56f7cc81b0668ed250",54,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,54,"-","T","03-11-2022","-","-"
"ENST00000544855_uORF_5","978f9481cb8992a374519076ec704d2b",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"MICT00000310785_ncRNA_8","ad796f7c0b0b151f953abe3ee0fd3566",69,"Coils","Coil","Coil",67,69,"-","T","03-11-2022","-","-"
"ENST00000503484_266_434","4cb5073fa157f06d7c6739b341058fed",55,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000254950_772_853","dd31d199991f13c62d2a0856d64d7364",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00001240392_305_533","92acf04866ac3c0743079d2befb14de6",75,"MobiDBLite","mobidb-lite","consensus disorder prediction",43,75,"-","T","03-11-2022","-","-"
"HBMT00000989021_163_262","33df0405c2fc2d8e5e036e55b2e78217",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000466984_uORF_9","414cd7cfedfec98f6b626f1563c9cf19",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"HBMT00000216995_24_117","de2dcfec57c36426e881d31311d0ae07",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENST00000473527_uORF_15","52397b8227c89644495e06e9b0c0c3aa",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENST00000534991_ncRNA_0","c787c6cc06ef845c9817784b47c9decb",61,"MobiDBLite","mobidb-lite","consensus disorder prediction",38,61,"-","T","03-11-2022","-","-"
"FTMT26700035330_94_172","1d00560533887017aeca268fc8657c44",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"FTMT23300014190_ncRNA_17","bd35403d3248e646e11735eea44e1b6d",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"HBMT00000048576_ncRNA_14","605dc7cd1e2069e637553254bf92b2e4",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00001154129_243_312","c479e45c6c8cd1aaa9fabc93b99f3124",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000245451_uORF_8","297454fdc1c02e4acc43b139aef8a870",59,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENCT00000154395_56_137","9abfea7ef64233d80478e44de2836afb",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"FTMT22700036540_180_270","ebbd6425da5201375e90cd29c915be9c",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000339296_uORF_5","81b5b0bcdc8bbcc31f1585313ff95df4",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000463230_27_156","e700d875ae080bf726b9f66d42b2c88a",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",20,42,"-","T","03-11-2022","-","-"
"FTMT22500023461_15_96","e09f65a1bb0ae90b1fcd51dfea17d3bb",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00000325947_152_284","8f04b9d8e32834a1e0e48bbc27e1ec96",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,43,"-","T","03-11-2022","-","-"
"ENST00000594248_303_441","2ce40676b00be1c2b4b9b5df1b4fe88f",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000047267_394_481","7d15bffd19b3403cbffd75c7918f1fdd",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"HBMT00000717275_ncRNA_38","259ee973f354336c6bfc85c5e1d05935",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000392062_uORF_4","54d354cb618039264fd877e038e5ea9a",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"MobiDBLite","mobidb-lite","consensus disorder prediction",55,113,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"MobiDBLite","mobidb-lite","consensus disorder prediction",138,168,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"PANTHER","PTHR21446","DUF3504 DOMAIN-CONTAINING PROTEIN",153,590,"8.2E-107","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"MobiDBLite","mobidb-lite","consensus disorder prediction",354,374,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"MobiDBLite","mobidb-lite","consensus disorder prediction",487,529,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,114,"-","T","03-11-2022","-","-"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"Pfam","PF12012","Domain of unknown function (DUF3504)",285,436,"1.8E-13","T","03-11-2022","IPR021893","Protein of unknown function DUF3504"
"ENCT00000196285_14_1856","d471f2f070049f776c8690b5bf4ee9d0",613,"Coils","Coil","Coil",52,79,"-","T","03-11-2022","-","-"
"FTMT27300002612_ncRNA_67","134ddc2f01af779064f93a274a0bfca7",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"MICT00000273041_281_440","57ac494f4a0c4bb84ec5a74918c4dd97",52,"Coils","Coil","Coil",52,52,"-","T","03-11-2022","-","-"
"HBMT00000737999_48_384","2546dff79f3944bad9e006dac5331beb",112,"MobiDBLite","mobidb-lite","consensus disorder prediction",93,112,"-","T","03-11-2022","-","-"
"ENST00000512251_97_175","87ac3227c69729b65349e0c6511997dc",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00000766565_375_459","592c59f586b48133ee259d17a1f1095a",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000519638_uORF_6","94010a6bfbd932e63bddc47af1017c54",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
